file_name,tempo,beats,rmse,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,zero_crossing_rate,tonnetz,chroma_stft_0,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_cqt_0,chroma_cqt_1,chroma_cqt_2,chroma_cqt_3,chroma_cqt_4,chroma_cqt_5,chroma_cqt_6,chroma_cqt_7,chroma_cqt_8,chroma_cqt_9,chroma_cqt_10,chroma_cqt_11,chroma_cens_0,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
Better.mp3,99.38401442307692,"[ 73  99 125 152 178 205 231 258 284 310 336 363 389 415 442 469 495 521
 547 574 600 627 653 680 706 732 758 785]",0.36418816,1188.6023329504642,1803.210214059237,2624.252963674594,"[21.10883469 14.06127054 18.60434496 19.61055571 20.1294649  23.91380818
 46.33366759]",0.022430349115429234,[-0.10590973  0.06430795 -0.01730557  0.06217728 -0.01327186 -0.00690389],0.6027844,0.5238173,0.5211064,0.5273727,0.50746906,0.6457718,0.5587882,0.66462797,0.67361754,0.64925313,0.7056396,0.6119851,0.4982027,0.33902708,0.34020188,0.3958392,0.43429655,0.6357079,0.60066277,0.58884394,0.6727769,0.34655485,0.44216964,0.23736286,0.27181044,0.17389356,0.18011124,0.21684198,0.22599559,0.36491567,0.34751663,0.34831354,0.3858993,0.166439,0.23262788,0.06064533,21.10883468845226,14.061270535911897,18.604344961835576,19.61055570727699,20.12946490101184,23.91380818112139,46.33366758518294,-131.89304,142.66281,17.158047,15.824373,22.36114,10.484162,6.4754105,23.781286,-3.1713307,12.227511,5.9280663,8.01041,6.5122685,5.1204643,6.4088182,13.067429,4.6466913,3.518838,3.3224912,4.859088,-0.10590973374459213,0.0643079480812165,-0.017305570490347717,0.06217728384063857,-0.013271864236657983,-0.006903891988355724
Bichota.mp3,161.4990234375,"[ 17  33  48  64  80  96 111 127 143 158 174 190 206 221 237 253 269 284
 300 316 332 348 363 379 395 410 426 442 458 473 489 505 521 536 552 568
 584 600 616 631 647 662 678 694 710 725 741 757 773 789 804 820]",0.30329862,1803.605233835175,2323.6784468685146,3817.572120613399,"[22.17844793 17.49870759 19.20482414 19.16704156 19.10744404 21.67152317
 45.17051186]",0.05495769739704176,[-0.03019479 -0.09580856 -0.0333738   0.0021902   0.00215941  0.00044223],0.41632268,0.48808038,0.37157637,0.48744938,0.37702304,0.25838625,0.33612216,0.31719455,0.44423494,0.42272702,0.41421333,0.4984883,0.44899672,0.6875355,0.48333925,0.5806863,0.60555905,0.5602484,0.66908056,0.4961,0.67273074,0.6163279,0.5521761,0.5850673,0.19777441,0.33317733,0.22501205,0.28993165,0.27714103,0.2508159,0.3224578,0.20481007,0.3281986,0.3093529,0.24948396,0.27895737,22.178447926962654,17.49870759489121,19.204824144584883,19.167041561944142,19.107444044133032,21.671523171136442,45.170511856623044,-114.37897,98.11255,15.648686,26.02991,13.400952,7.642986,9.425468,-6.5558805,1.5709031,4.9118905,-8.93033,-1.4164528,-7.3546486,0.5026836,-9.710423,-4.1257305,-5.092752,0.1091349,-4.63694,3.853242,-0.03019478980519087,-0.09580856007454272,-0.03337380358746213,0.0021902019257399787,0.002159411280702609,0.00044222872946282594
Big Energy.mp3,107.666015625,"[ 15  39  63  87 112 136 161 185 210 234 258 282 307 331 356 380 405 429
 454 478 502 526 551 575 600 624 649 673 697 721 746 770 794]",0.2572939,2707.7704994046485,2564.8900631803217,5549.458670560833,"[20.27260525 16.24328459 18.62056181 17.09500903 17.09648455 21.21675366
 46.68246187]",0.12289280017401392,[ 0.00295983 -0.00249762  0.0186327   0.00298483  0.00857207 -0.00849554],0.4774533,0.45489967,0.43058476,0.42768997,0.3945678,0.39004397,0.39866444,0.40644082,0.43547937,0.46356425,0.49647734,0.5202513,0.5643105,0.6062638,0.65687764,0.68761766,0.7243535,0.61035544,0.6010525,0.64042467,0.6183771,0.58356196,0.62743247,0.5944122,0.23762135,0.26610827,0.30364197,0.31629014,0.33804128,0.28336978,0.2747163,0.2784076,0.2678075,0.25328925,0.26728338,0.2564499,20.272605247731196,16.243284586140422,18.620561808092607,17.095009030657582,17.0964845518011,21.216753655823958,46.68246187102333,-62.726997,64.66215,-15.145626,19.086256,2.2071223,1.8838947,2.843337,-1.5048782,-1.8546104,0.26175097,-8.050052,4.069527,-11.454686,3.8016675,-4.055568,-3.4401007,-0.45092392,-3.1405056,-3.7153134,-3.2251742,0.00295983431373301,-0.002497621784431741,0.01863270071648429,0.002984831548293286,0.008572070824542135,-0.008495536169335403
Big Rings.mp3,129.19921875,"[  3  23  42  62  81 101 120 140 160 179 199 218 238 258 277 297 316 336
 355 375 394 414 434 453 473 493 514 534 553 572 590 609 629 649 669 688
 707 727 747 766 786 805 825 844]",0.35842583,2607.3602710455116,2732.3326088762747,5858.405178273637,"[21.40420741 15.67872031 18.74616021 18.34127378 20.24179202 19.95147103
 51.96531531]",0.06611452744344548,[-0.02733583 -0.03004334  0.09149698  0.13452523  0.04368541  0.01343707],0.45242622,0.49235725,0.5433665,0.57440686,0.6620686,0.6878608,0.6353178,0.5703009,0.53815925,0.5035529,0.4581367,0.4330893,0.19066204,0.20401108,0.26044506,0.6374015,0.78667647,0.4199384,0.24970782,0.24011423,0.24154429,0.21907598,0.22612338,0.19551735,0.08805343,0.0993243,0.17277855,0.4696305,0.5844851,0.31402072,0.17411974,0.1580948,0.15107155,0.111249425,0.12236169,0.10479848,21.404207412473443,15.678720307295476,18.746160213332118,18.341273777009373,20.241792015956108,19.951471031797116,51.96531530937296,-68.26749,61.418774,16.857853,30.97031,11.635982,28.10919,-4.266148,17.757957,-0.54862773,11.038191,6.179872,11.79196,0.27007857,6.3619623,2.6334639,6.2333903,-0.82695454,4.885099,3.1689029,0.40891564,-0.02733583131609208,-0.03004333750338524,0.09149698461589591,0.13452522633294733,0.043685410185350666,0.013437070447860812
"Big, Big Plans.mp3",151.99908088235293,"[ 24  41  58  75  92 109 126 143 160 175 189 204 222 239 257 274 291 308
 325 342 358 375 394 411 428 445 462 481 498 515 532 550 567 584 601 618
 635 653 670 686 704 722 738 756 774 791 808 825 841]",0.08084012,1554.4567511508722,1879.7366892951359,2980.2877404020446,"[23.78745204 19.19746529 22.5426797  21.19581562 22.45202205 23.97761486
 48.92579631]",0.06570724876740139,[ 0.18705002  0.09709202  0.15253314 -0.04446101  0.02914607 -0.02341712],0.21929902,0.212274,0.3811226,0.23593871,0.26560205,0.1895266,0.2775044,0.58145344,0.33009467,0.302205,0.20619644,0.35241836,0.38002253,0.21838632,0.44054332,0.18605351,0.36605614,0.2661668,0.4497206,0.80998206,0.25585893,0.3542582,0.3211477,0.46914497,0.22131068,0.09301475,0.3024255,0.049953975,0.20605777,0.15099835,0.3181876,0.5390893,0.13757496,0.19890323,0.1773363,0.31298646,23.787452038807007,19.197465289170093,22.542679697798018,21.195815622795507,22.452022051995687,23.977614858108332,48.925796312254164,-219.23601,132.49768,8.127664,23.247778,9.791521,-1.1998425,-6.9723177,11.103629,-13.538715,-0.11355308,-10.201788,-6.43772,-3.453731,-6.7533092,-10.450798,-0.6625546,-6.5869145,1.9434689,-2.9664485,-5.1752186,0.18705002101271975,0.09709201645282747,0.15253313517753297,-0.044461011398786825,0.029146074450921742,-0.023417123586637337
Black Beatles.mp3,143.5546875,"[  6  24  42  59  77  94 112 130 147 165 183 200 218 236 253 271 289 307
 325 342 360 378 396 413 431 449 467 484 501 519 537 555 573 590 608 626
 643 661 679 696 714 732 749 767 785 803 820 838]",0.29699105,2083.5121310174122,2655.7126683611964,5080.5619312826275,"[24.26415807 14.82553977 19.82957975 19.52187416 20.89947598 24.67349555
 50.85232151]",0.051342037050464036,[ 0.10276907  0.01152643 -0.051865    0.15411961  0.02089496 -0.03158921],0.51296365,0.38388005,0.45427483,0.40584216,0.39767224,0.30642143,0.38521302,0.39834732,0.30312198,0.31865734,0.37473443,0.6309371,0.52511704,0.3931282,0.3261512,0.2682794,0.7067573,0.48870027,0.24044338,0.26942176,0.24546482,0.33712265,0.32600364,0.46317714,0.32786265,0.2204648,0.18702781,0.14513932,0.46922204,0.3258376,0.119498424,0.1573903,0.12595113,0.21039033,0.1843095,0.30384886,24.26415806673054,14.825539773793466,19.829579753260305,19.521874162735706,20.89947597871588,24.67349554605156,50.8523215136976,-74.63609,110.96568,23.382221,5.9102807,13.960716,0.29561636,5.320402,15.222602,-3.1328657,20.46518,-5.6310105,17.866623,-2.147045,6.653592,9.377759,5.51351,-3.1417015,9.994984,-4.818696,1.7617416,0.1027690728284318,0.011526433114990806,-0.05186499521922838,0.15411960796654015,0.020894955194359882,-0.03158920927280063
Black Widow.mp3,89.10290948275862,"[  4  31  65  95 128 156 181 205 233 261 287 312 339 363 392 421 448 478
 507 537 565 594 624 654 682 711 738 769 799 824]",0.08998719,2068.7598425407436,2226.863926929997,4259.027765189965,"[16.47032972 14.82918894 18.54061526 16.16207413 18.47112624 17.66052466
 48.02979564]",0.09579375725058005,[-0.01261661 -0.00375907 -0.01808934 -0.00617998 -0.00175397 -0.00197626],0.366561,0.37701616,0.38950175,0.3786295,0.37972954,0.37437105,0.365197,0.3448688,0.39925396,0.3678506,0.40327132,0.4097887,0.5075074,0.53986907,0.53427017,0.5121932,0.50836766,0.52653044,0.49248123,0.45569924,0.50097954,0.48691002,0.5179399,0.48183116,0.2645642,0.29051504,0.2788459,0.27319238,0.27717346,0.28269598,0.25793383,0.23248717,0.26613727,0.24932504,0.27331904,0.25817195,16.470329723685524,14.829188940194515,18.540615262786858,16.16207413307645,18.471126235442064,17.660524656163446,48.029795640388535,-220.21695,102.97605,-2.655359,20.622698,-4.2439394,2.794625,-14.216923,-7.023901,-9.578132,-2.5005324,-8.458552,0.273479,-4.7748613,-0.12704815,-3.0864544,0.514555,-5.8172436,-4.5013638,-2.0982573,-0.7618799,-0.012616607980290812,-0.0037590733312722066,-0.018089340286645154,-0.0061799764736904135,-0.001753969683475959,-0.001976256004616729
Blame.mp3,172.265625,"[475 490 505 521 537 554 571 586 601 618 635 652 667 682 698 715 732 748
 763 778 793 813 829]",0.03989246,1519.864197225679,2051.011478990532,2860.5936072542054,"[18.89018376 14.70020122 16.77498286 18.76130251 19.77508457 19.53657196
 46.45371304]",0.06216805938225058,[-0.09677489  0.11337322  0.03622485  0.04778869 -0.02368364  0.01107807],0.56655127,0.49813104,0.5909246,0.6249969,0.4542907,0.42437086,0.4229482,0.5120069,0.44922,0.42707595,0.45510015,0.48228654,0.65206224,0.5095012,0.5730975,0.65176564,0.4624738,0.61338526,0.4445736,0.51406866,0.64382356,0.41791558,0.512262,0.44158235,0.3328957,0.19534425,0.2607466,0.33521584,0.1806761,0.29188475,0.17047484,0.26432487,0.30363825,0.154891,0.23892538,0.16851935,18.890183755735386,14.700201224392798,16.77498286373579,18.76130251180237,19.775084567779743,19.536571959879655,46.45371304267257,-261.07318,132.27025,5.225448,13.651514,-1.3766851,3.0409865,-0.23863684,4.0964727,-1.8504462,-1.6573886,-12.644556,7.089292,-6.4730186,-5.5809646,-8.52239,0.412882,-8.781343,1.174035,-0.108685344,1.2947487,-0.0967748878607718,0.11337321629975641,0.03622485320742814,0.047788688951882735,-0.02368363971553369,0.011078074502892653
Blank Space.mp3,95.703125,"[  6  33  60  87 114 141 167 195 221 249 275 302 329 356 383 411 436 464
 490 518 544 571 598 626 652 680 706 733 759]",0.15577915,2783.687278390083,2519.3978931792676,5436.4468249256815,"[17.89915069 16.76839021 20.50083492 21.65590466 20.1475646  21.54737119
 48.13597804]",0.14044260259570765,[-0.00374373  0.04193234 -0.03546911 -0.00362515 -0.00883503  0.00175374],0.37519875,0.28971794,0.29233003,0.2824326,0.37208828,0.58408767,0.35320503,0.3589201,0.3224761,0.43416393,0.33696684,0.31092322,0.54094166,0.54335505,0.5972491,0.64707017,0.66511303,0.8441663,0.77723026,0.78520364,0.678156,0.6657752,0.5490803,0.48776245,0.23243274,0.23881216,0.25831714,0.26892266,0.27828363,0.3987975,0.35548952,0.3501184,0.2475974,0.26844773,0.22327761,0.1801087,17.89915068728491,16.768390206563527,20.500834916698228,21.6559046614492,20.147564595101134,21.547371189113043,48.13597804171769,-113.64044,61.80396,-5.505833,26.614376,-7.8679433,-4.098217,-4.3925548,-3.8344164,-2.1541097,1.6307677,-12.150257,-0.8505486,-8.001598,0.69081444,-9.177319,-3.3717005,-2.248058,3.0323641,3.7504354,10.530629,-0.003743729453308736,0.04193234249870826,-0.03546910694305501,-0.0036251507926385105,-0.008835029028503952,0.0017537401801109506
Blase.mp3,129.19921875,"[ 18  39  59  79  99 120 140 160 180 201 221 241 261 281 301 322 341 362
 382 402 423 443 463 483 503 523 544 564 584 604 624 645 664 685 705 725
 745 765 786]",0.33648875,1969.2806557587357,2640.908520442388,4909.08319247571,"[22.73288617 13.90124199 19.53562335 18.77042416 20.36275391 21.86895357
 50.88531277]",0.02912127501450116,[ 0.08318734  0.12730634  0.09283577 -0.1968068  -0.07677154  0.02415578],0.53284186,0.4986316,0.6304815,0.6959442,0.7301066,0.7185402,0.58901256,0.532739,0.46380126,0.5429268,0.4680168,0.4644828,0.26419988,0.28637892,0.7728839,0.60968053,0.28774682,0.19810376,0.16890532,0.15498745,0.1307053,0.1738357,0.13394521,0.09949628,0.1573106,0.188272,0.60585845,0.51321656,0.24100117,0.14247487,0.095352955,0.07969882,0.04524352,0.15094773,0.059635382,0.004803132,22.732886171312444,13.901241990477056,19.535623348454056,18.770424157163646,20.362753909999157,21.868953567341023,50.88531276810762,-100.5779,94.47245,22.773525,9.523675,20.533585,23.426184,-7.0685916,21.97543,-7.9045463,20.231586,13.009786,15.90239,12.25592,11.988334,2.654466,9.971414,1.1164273,6.1422625,3.9139187,1.4707735,0.0831873405436241,0.12730633815261952,0.09283576983355604,-0.19680680128477793,-0.07677153855909322,0.02415577955303601
Blind.mp3,215.33203125,"[ 43  54  66  78  89 101 113 125 137 149 161 173 184 196 207 218 229 240
 252 265 278 290 302 314 326 338 350 362 374 385 397 410 422 434 446 458
 470 482 494 505 516 528 540 551 563 575 586 597 608 619 630 642 654 666
 677 689 701 713 724 736 748 760 772 783 795 807 819 831 842]",0.12438201,1676.563539273836,2194.508604654571,3482.3586023600637,"[25.58216275 18.58135459 21.97402287 20.71216623 20.66098936 24.94973909
 46.59050689]",0.05502057352088167,[ 0.18261631  0.07160928 -0.01875721  0.01762049  0.00985506 -0.00917751],0.2507197,0.15700938,0.16880123,0.16377354,0.33040315,0.29018748,0.4083704,0.399263,0.33158687,0.51682556,0.28152186,0.30066717,0.26087072,0.17035563,0.27993506,0.13768922,0.423984,0.45120016,0.37044096,0.549599,0.25281683,0.49516234,0.21873415,0.3204601,0.17223123,0.058510736,0.16441937,0.036646124,0.3233096,0.29622403,0.27518514,0.38023096,0.16498916,0.36638305,0.1200488,0.22125387,25.582162753198375,18.5813545900431,21.974022873152396,20.712166232162577,20.66098935588936,24.94973908956322,46.590506890808484,-158.00703,121.82867,9.682333,22.952246,8.522115,-4.7060585,1.5633354,-7.4591203,-6.585613,3.2082717,-18.74789,-0.60437185,-14.073189,3.6929555,-3.1549766,-4.01618,-1.5527042,-5.24856,-6.6224594,0.024527706,0.18261631240366,0.07160927835836646,-0.018757208763662953,0.017620491766069873,0.009855057920096872,-0.009177505127543199
Blinding Lights.mp3,86.1328125,"[159 191 221 251 281 312 342 372 403 433 463 493 523 553 584 614 645 675
 705 735 765 796 826]",0.2130681,1813.9545459156946,2077.112395940385,3927.19910659259,"[17.49485035 12.66747096 15.37532959 16.68660023 17.86628141 18.54617666
 48.45677201]",0.07312209976798144,[-0.06674707  0.1065016  -0.07192259  0.01094269 -0.02925011 -0.00296049],0.48766053,0.39872652,0.38524607,0.50999063,0.51913863,0.7763266,0.5371506,0.50654334,0.45768246,0.43410313,0.420368,0.37137383,0.5278743,0.441249,0.401496,0.46604788,0.37965354,0.81305784,0.4587699,0.46798688,0.40634057,0.4061992,0.42575118,0.3867139,0.3025656,0.25041524,0.22405772,0.2753986,0.2170281,0.47892615,0.26195002,0.2851493,0.21919009,0.2123184,0.21455114,0.2059119,17.494850352029943,12.667470964345188,15.375329587857259,16.686600229688636,17.866281409121772,18.546176655968072,48.456772012392214,-63.12611,124.284996,-4.4476523,26.263275,5.0897303,15.140071,4.4452558,8.816248,0.6692642,6.4006357,1.6122036,6.5320063,-0.07283765,2.151156,-1.8573756,2.4117193,1.0997349,5.6176214,-0.41197172,2.8559146,-0.0667470731233354,0.10650160233596262,-0.07192258810810315,0.010942689428351882,-0.029250105397504795,-0.0029604878193394087
Bloody Mary.mp3,99.38401442307692,"[ 16  42  68  94 119 146 171 197 223 249 275 301 326 352 378 404 430 456
 482 508 533 559 585 611 637 663 688 714 740 766 792]",0.37449417,2345.20165163807,2651.537373385305,5274.160915295099,"[17.38043132 15.84667722 18.09968812 17.57695804 17.41292727 16.69591563
 46.11900874]",0.07718808910962877,[ 0.02773692  0.03026407  0.05991333  0.02316806 -0.00689299  0.02802626],0.39692125,0.30742145,0.33518994,0.4636338,0.66885257,0.4040264,0.3318803,0.36526564,0.43732172,0.55630517,0.36395943,0.39198154,0.42180863,0.32020682,0.7519319,0.96739095,0.85735315,0.5516129,0.42007244,0.34525415,0.31733537,0.38147932,0.28593156,0.2835333,0.21748462,0.15182348,0.45396343,0.47238323,0.47064808,0.31060672,0.2321057,0.15595867,0.13052934,0.16524404,0.08191567,0.08482282,17.38043132241701,15.846677219959188,18.099688119819604,17.57695804215794,17.412927272449895,16.695915626253843,46.119008743654405,-2.5344424,88.929,10.615807,26.33636,4.886701,8.741101,2.9936445,7.69351,3.019973,9.774307,-0.89575195,6.2432284,-1.4163024,3.6476943,-3.7295203,-1.0094986,-1.4450953,1.1975545,-3.263928,3.1651835,0.027736920987403168,0.0302640708332687,0.05991333082810969,0.023168062776102356,-0.006892991535589352,0.028026264369932895
Blue Ain't Your Color.mp3,172.265625,"[ 24  39  53  70  86 101 118 133 149 164 180 196 212 227 244 259 274 291
 306 321 338 354 369 385 401 416 432 447 462 478 494 509 525 540 556 572
 588 603 619 635 650 666 682 697 713 729 744 759 775]",0.115569554,1688.2746989948728,2063.719490142316,3571.4266252628336,"[21.37723008 20.09619415 20.95522701 19.74235948 19.32637802 24.14250976
 49.24440596]",0.06648045515516242,[0.16536209 0.14778048 0.11880122 0.04249282 0.05345761 0.0008988 ],0.297961,0.23108156,0.241413,0.22626513,0.33991176,0.23964,0.30720922,0.49796978,0.4406699,0.48296955,0.34070125,0.2971906,0.41980135,0.23469785,0.31311888,0.22205253,0.32016405,0.23205565,0.3077786,0.6644589,0.32356077,0.4687195,0.26819333,0.30161574,0.2651983,0.11637628,0.21591876,0.12870516,0.21186373,0.1239204,0.2131823,0.4904228,0.23746681,0.3113624,0.14773403,0.19047463,21.37723007946209,20.09619415369862,20.955227014026814,19.742359477759656,19.326378024257508,24.142509761948986,49.2444059632889,-189.59125,110.026825,7.963406,42.28679,9.391408,8.894489,6.9976797,8.299339,-9.030238,13.481714,-5.3856664,0.87162435,-2.0526664,-2.1370869,3.1789382,-3.820013,-3.2203119,5.5703845,-2.8317316,1.2650965,0.1653620875636214,0.14778048254217385,0.11880122404113366,0.04249281657150906,0.053457612732562484,0.0008987987148219834
Blue Christmas.mp3,107.666015625,"[115 139 163 187 209 233 257 281 304 327 351 375 399 423 447 469 491 515
 539 562 585 609 632 656 679 703 726 750 773 797]",0.28135166,2157.1640695309707,2389.059784674914,4522.971876812645,"[21.77240239 16.48957434 20.37568065 20.42494542 20.55590774 20.5379443
 46.233066  ]",0.09353418195330626,[-0.01079955 -0.12953616  0.03433965 -0.01119563 -0.00723963  0.00624279],0.24766484,0.29769063,0.3021645,0.3529822,0.3471922,0.31055316,0.3950741,0.35144076,0.40597424,0.3825089,0.34960037,0.33538333,0.3310129,0.46213096,0.37686983,0.46872815,0.4927711,0.37473047,0.59090763,0.37077346,0.4636509,0.37344152,0.37393704,0.5183608,0.18046644,0.27687958,0.20350994,0.28464887,0.2878294,0.21769176,0.3480566,0.20463593,0.25649253,0.19078554,0.2184229,0.30494353,21.772402394022397,16.48957433605848,20.37568064771663,20.424945422347207,20.555907738530646,20.537944298249784,46.23306599952735,-21.939463,96.85162,-3.9303827,28.444187,9.89341,0.2098509,-3.6819441,9.000746,-12.067845,2.4238014,0.5207699,-0.34225833,1.084654,2.664804,-2.0971885,0.80486196,-2.7602506,-1.987801,-1.3086722,-5.0788374,-0.010799548640037997,-0.12953616235944027,0.03433964722908643,-0.01119563358959062,-0.007239629331137265,0.006242789936915314
Bodak Yellow (Money Moves).mp3,123.046875,"[  7  28  49  69  89 110 130 151 172 193 213 234 254 275 296 316 337 358
 379 400 420 441 462 482 502 523 544 565 585 606 627 647 668 689 710 730
 751 772 792 813 833]",0.1866214,3229.302565988444,2770.348980199683,6433.181826421113,"[20.07417916 19.17597808 20.5141204  19.81940495 19.61551424 20.23144459
 48.79362314]",0.14734991299303946,[ 0.06237088 -0.07242629  0.06339212  0.09479266  0.03222625 -0.01546377],0.374,0.38275942,0.40494087,0.4080145,0.37642905,0.3233305,0.3104162,0.30493855,0.28273624,0.2703934,0.30828613,0.42843837,0.4040769,0.40198675,0.40491915,0.44367683,0.59263635,0.31138876,0.3224452,0.2848915,0.2889622,0.26499096,0.30834907,0.46024528,0.27890247,0.26950493,0.26588887,0.3374623,0.41244888,0.16732852,0.18097228,0.16566567,0.16162302,0.14275609,0.1862155,0.3416637,20.074179158459074,19.17597807732676,20.514120395730405,19.8194049543856,19.615514238117807,20.231444589606852,48.79362313839347,-94.90114,49.761864,-1.7166173,3.9733496,-13.185341,6.544479,-1.5083148,-1.9242878,-3.0967834,-0.18964472,-7.3212895,1.8603411,-10.118418,1.0228549,-9.866592,0.17576298,-2.4601235,-5.889304,-11.963951,2.834297,0.06237087700513457,-0.07242628646608851,0.06339211934818725,0.0947926635200291,0.03222624729823714,-0.015463768286315016
Body Language.mp3,99.38401442307692,"[ 11  37  63  90 116 142 168 194 220 246 272 298 324 350 377 403 428 455
 481 507 533 559 585 612 637 664 690 716 742 769 794]",0.21580559,2598.181082632022,2658.706247944036,5616.49388005728,"[22.17960495 16.77621678 19.80762054 18.14981701 18.81727952 19.82879971
 47.32119397]",0.09771629386600927,[-0.07715744  0.11171888 -0.09008887  0.10621775  0.02309837  0.04019851],0.5142369,0.44246247,0.4206261,0.46777424,0.4180917,0.50545335,0.37226155,0.36438793,0.5320722,0.45202953,0.57667744,0.47688726,0.7636207,0.5627388,0.38087666,0.35734594,0.28774768,0.39913264,0.33358338,0.35509443,0.42873523,0.37249646,0.45426583,0.2822684,0.5174087,0.36337614,0.2387834,0.19763006,0.15643138,0.23471126,0.17566602,0.19370049,0.24480185,0.20033565,0.2601611,0.13636574,22.179604951871102,16.77621677986551,19.80762054018433,18.14981701300995,18.81727951964724,19.828799712617496,47.32119397129484,-83.612114,70.56167,5.0133095,22.301855,7.1130605,3.4950635,-0.9055709,12.762567,-1.8472003,10.317325,1.5376155,8.019056,4.143086,5.864089,6.5214777,6.8237634,3.6237667,7.047894,-0.9115792,3.336149,-0.0771574397853623,0.11171888076494504,-0.09008887296179507,0.1062177496264297,0.02309837125237127,0.04019851116987546
Body.mp3,184.5703125,"[  9  23  37  51  64  78  92 105 119 133 146 160 174 188 202 216 229 243
 257 271 284 298 312 326 339 353 366 380 394 408 423 436 450 464 478 491
 504 518 532 545 559 573 587 600 614 628 642 655 669 683 697 710 724 738
 752 765 779 794 807 820 834]",0.37494707,2601.392362894231,2893.373684136511,6104.138495142111,"[21.12043422 16.53741949 18.20841294 16.07974343 17.55608354 17.74262759
 48.21181416]",0.07175695149361949,[-0.05138907 -0.01003651  0.08808418  0.07579944  0.02821142  0.02779649],0.5207788,0.44074973,0.400649,0.4398097,0.5376993,0.6132959,0.55878824,0.50978255,0.5187814,0.595332,0.68483365,0.636407,0.31240085,0.24923302,0.29633754,0.83078563,0.77481604,0.5045418,0.30708104,0.25477982,0.28551653,0.36392325,0.43772689,0.36357966,0.16941334,0.08004442,0.18772817,0.50873,0.5039867,0.31631455,0.146135,0.10926213,0.14920029,0.21265587,0.2703773,0.20176302,21.120434224758036,16.53741949385836,18.208412943958425,16.07974343295939,17.556083539373706,17.742627587515752,48.21181416160758,-61.932224,65.20282,20.59627,24.348866,17.632877,10.80295,6.83374,17.347803,-5.3849096,8.335497,-2.2865024,6.5297136,1.4540278,6.578483,1.8454614,1.062103,0.96862215,3.7328486,-1.0688913,3.316202,-0.051389073062260884,-0.010036512914716496,0.08808417779365395,0.07579943566883453,0.02821141925845276,0.027796487019261195
Bones.mp3,112.34714673913044,"[ 38  60  83 106 129 151 174 196 218 241 264 287 310 332 355 378 401 423
 446 468 491 513 536 559 582 604 627 649 672 695 718 740 763 786 808 831]",0.27128154,2405.794962303196,2507.0531562891733,5196.371594493185,"[19.33047586 13.94085609 18.70981055 17.2451187  18.23801216 17.93539294
 47.77467773]",0.09500978828306264,[-0.05695756  0.02979978 -0.02173043 -0.00602114  0.00685795  0.00311717],0.4522712,0.48057455,0.4765028,0.6326875,0.47411767,0.48160568,0.3610563,0.39198938,0.42452833,0.44847468,0.50497353,0.38912326,0.5760791,0.6580629,0.58412594,0.68092394,0.5168909,0.64275396,0.568888,0.5863031,0.5650817,0.5097601,0.57326156,0.41256842,0.28508952,0.31960818,0.27876398,0.3310493,0.25038606,0.3150957,0.25788015,0.28060362,0.267332,0.23944959,0.27845854,0.18237974,19.330475861339846,13.940856087720944,18.709810552084612,17.24511869894303,18.238012163364022,17.935392943184947,47.77467773052144,-29.035845,78.41218,-9.123305,28.939735,6.6830034,11.630039,-5.9219666,7.0441604,-0.94964,5.631437,4.555936,8.695253,5.086568,6.0566454,-1.8550917,0.63817114,-4.94788,-0.29079133,-3.4684107,-0.90931207,-0.05695756250873267,0.02979978178887692,-0.021730428842477778,-0.006021141787676003,0.006857948617649743,0.0031171747399040637
