,Song,Artist,Label,YouTube_URL,tempo,beats,rmse,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,zero_crossing_rate,chroma_stft_0,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_cqt_0,chroma_cqt_1,chroma_cqt_2,chroma_cqt_3,chroma_cqt_4,chroma_cqt_5,chroma_cqt_6,chroma_cqt_7,chroma_cqt_8,chroma_cqt_9,chroma_cqt_10,chroma_cqt_11,chroma_cens_0,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_mean,mfcc_mean,spectral_contrast_mean,chroma_cens_mean,chroma_cqt_mean,chroma_stft_mean
136,Havana,Camila Cabello Featuring Young Thug,1,https://www.youtube.com/watch?v=BQ0mxQXmLsk,117.45383522727272,"[  4  25  46  66  86 106 128 151 173 193 217 240 264 287 310 333 356 377
 397 417 438 460 481 503 524 546 567 588 609 630 653 677 701 727 753 773
 794 815 837]",0.052993473,1918.2541616757487,2121.920741526277,3912.473093550609,"[18.34250892 15.28783712 18.39308526 18.19081887 18.58578726 18.65884733
 47.12305683]",0.0837124782482598,0.27259007,0.22559614,0.25483537,0.29036105,0.39690346,0.3728312,0.34434634,0.38194498,0.35233182,0.3686882,0.28912196,0.29108095,0.54808617,0.35299718,0.35259542,0.3321179,0.4916948,0.42756128,0.381676,0.5083964,0.42287922,0.4454099,0.35963348,0.39997917,0.32136863,0.19897924,0.18967807,0.17501241,0.31709045,0.2589211,0.23509762,0.33030507,0.2682573,0.26971844,0.20646076,0.24362358,18.34250891568493,15.28783712081481,18.393085261801165,18.190818868531395,18.58578725671066,18.65884733050149,47.12305683267534,-238.72662,107.780815,-16.098158,17.092918,0.26856574,12.409405,2.2133603,1.2715547,-8.247131,6.8118787,-3.0596595,-2.5881426,-6.169198,-1.0603585,-4.8709884,0.30381685,-7.0350857,0.22941473,-4.6659555,-1.2734262,0.0564331883756069,0.0455457315049635,0.0033997474962154,0.0787491460791041,0.012772798275644,0.0034866950179184,0.03339788445824205,-7.270649718999998,22.08313451238854,0.25120938916666674,0.4185855766666667,0.3200526283333333
137,Money,Cardi B,1,https://www.youtube.com/watch?v=zUOh09GoQgk,129.19921875,"[ 14  33  54  74  93 113 133 152 172 192 213 233 252 272 291 311 331 351
 371 391 411 431 451 470 490 510 530 550 570 590 609 630 650 669 689 709
 729 749 769 789 809 828]",0.20019977,3295.396524356971,2945.0412974172173,6695.926873368619,"[22.7975547  16.53230049 18.14697441 18.26362282 19.14987921 20.43045582
 49.63882009]",0.1187123876160092,0.39542252,0.44755405,0.47028568,0.564896,0.619363,0.60217243,0.53216094,0.43623123,0.42586878,0.49814215,0.45441204,0.3951165,0.1586399,0.19243614,0.2852551,0.9332016,0.27175608,0.18887779,0.19199766,0.19639619,0.20682372,0.22107005,0.20808595,0.15616655,0.074700214,0.12361132,0.264457,0.7549088,0.23697312,0.120991,0.11655762,0.11784988,0.12776986,0.14749837,0.16305125,0.077692,22.79755469572584,16.532300493460372,18.146974412952414,18.26362282276606,19.14987921107048,20.43045582499585,49.63882008939259,-133.70477,36.678135,17.132593,15.649991,1.0497237,8.987049,4.202903,12.119302,2.7333338,13.428974,0.58288634,11.23706,1.5623728,6.809958,0.88568616,4.3535337,7.6603827,10.493765,1.1190394,5.620905,-0.297990262056814,0.0063002174783121,0.32520138224092,-0.0235452071283868,0.0037934550301985,0.1547753254471351,0.02808915183522748,1.4301411799999997,23.56565822148051,0.19383836950000002,0.2675588941666667,0.48680210999999995
138,Bodak Yellow (Money Moves),Cardi B,1,https://www.youtube.com/watch?v=PEGccV-NOm8,123.046875,"[  7  28  49  69  89 110 130 151 172 193 213 234 254 275 296 316 337 358
 379 400 420 441 462 482 502 523 544 565 585 606 627 647 668 689 710 730
 751 772 792 813 833]",0.1866214,3229.302565988444,2770.348980199683,6433.181826421113,"[20.07417916 19.17597808 20.5141204  19.81940495 19.61551424 20.23144459
 48.79362314]",0.1473499129930394,0.374,0.38275942,0.40494087,0.4080145,0.37642905,0.3233305,0.3104162,0.30493855,0.28273624,0.2703934,0.30828613,0.42843837,0.4040769,0.40198675,0.40491915,0.44367683,0.59263635,0.31138876,0.3224452,0.2848915,0.2889622,0.26499096,0.30834907,0.46024528,0.27890247,0.26950493,0.26588887,0.3374623,0.41244888,0.16732852,0.18097228,0.16566567,0.16162302,0.14275609,0.1862155,0.3416637,20.074179158459074,19.17597807732676,20.514120395730405,19.8194049543856,19.615514238117807,20.23144458960685,48.79362313839347,-94.90114,49.761864,-1.7166173,3.9733496,-13.185341,6.544479,-1.5083148,-1.9242878,-3.0967834,-0.18964472,-7.3212895,1.8603411,-10.118418,1.0228549,-9.866592,0.17576298,-2.4601235,-5.889304,-11.963951,2.834297,0.0623708770051345,-0.0724262864660885,0.0633921193481872,0.0947926635200291,0.0322262472982371,-0.015463768286315,0.027481975403197408,-4.898442921999999,24.03203779314571,0.2425360191666667,0.37404741249999995,0.34789026916666677
139,Up,Cardi B,0,https://www.youtube.com/watch?v=rCiBgLOcuKU,161.4990234375,"[ 12  28  43  58  74  90 105 120 136 152 168 183 198 213 229 245 261 277
 292 308 324 339 355 370 386 401 417 432 448 464 479 495 511 526 542 557
 573 588 604 619 635 650 666 682 697 713 728 744 759 775 791 806 821 837]",0.32284164,2180.841890123428,2458.2711896787737,4743.225069333672,"[22.03124192 15.02079946 17.0326638  17.27218195 17.85531517 20.06396785
 46.32148668]",0.0654336526609628,0.4552378,0.47769016,0.52127814,0.59940994,0.64753544,0.5904504,0.56369334,0.57745785,0.5684677,0.53456646,0.5455211,0.5472206,0.31856272,0.30695227,0.31852946,0.40344745,0.7295091,0.39400527,0.473785,0.46224055,0.36269644,0.40316615,0.34409216,0.36219877,0.179958,0.18692666,0.19813281,0.26837048,0.4674444,0.26077867,0.29119098,0.2866927,0.21965165,0.24495345,0.21621248,0.22192608,22.03124191921626,15.02079945584258,17.032663796391258,17.2721819495302,17.855315174163973,20.06396785157253,46.321486677103294,-110.80425,78.33178,9.132845,27.430677,8.673345,11.21184,7.5525155,5.9245124,6.292444,4.0814333,-1.483141,11.627383,-1.9491925,7.0765905,-1.402184,2.2597873,-1.3657086,1.18019,-0.894606,5.3165298,0.0851954041122546,-0.0581085845948868,0.0301767662756374,0.0663964025494738,0.0440581417063587,-0.0050020141157282,0.02711935265551825,3.409639535,22.228236689117157,0.2535198633333333,0.40659877833333335,0.5523774108333334
140,WAP,Cardi B Featuring Megan Thee Stallion,1,https://www.youtube.com/watch?v=hsm4poTWjMs,135.99917763157896,"[ 31  50  70  89 108 127 147 166 186 205 224 243 264 283 302 322 342 361
 379 398 418 438 458 478 497 516 534 553 572 594 613 633 653 672 690 706
 725 744 765 785 807 825]",0.20158553,1994.8120117275075,2523.803704789685,4506.859445239994,"[21.25202999 15.80704014 18.11072083 17.43072108 17.6221029  16.89952013
 46.53047285]",0.051125086100638,0.6432543,0.5912022,0.5113517,0.45846158,0.43263295,0.45317617,0.5392455,0.6391418,0.6084357,0.5880144,0.5389035,0.5891525,0.63277704,0.8200333,0.49108937,0.3610981,0.34114698,0.35836208,0.44709662,0.4508199,0.36612839,0.2534798,0.24250664,0.40932882,0.4003441,0.4948086,0.303444,0.18774982,0.16017434,0.18797408,0.24936955,0.25219384,0.21859336,0.09047183,0.085565515,0.20657842,21.252029987615263,15.80704013529584,18.110720828086585,17.430721076660724,17.622102897145073,16.899520133780733,46.530472845473874,-167.06406,80.27285,29.580692,40.496044,21.329546,21.707819,18.8202,15.904175,14.431988,7.5414686,6.923895,9.826924,4.8188877,11.754591,4.0860467,8.893719,3.1014037,3.772717,-2.9306245,4.800708,-0.03966342552271,-0.0714484697698294,-0.0876611881222783,0.0374525237851181,0.0310714463697388,-0.0173905978130291,-0.024606618512164984,6.9034495100000015,21.95037255772258,0.2364389545833333,0.4311555866666667,0.5494143583333334
141,I Like It,"Cardi B, Bad Bunny & J Balvin",1,https://www.youtube.com/watch?v=xTlNMmZKwpA,135.99917763157896,"[ 13  32  51  70  90 108 127 146 165 184 203 222 241 260 279 298 317 337
 355 374 393 412 431 450 469 488 507 527 546 564 583 601 620 640 659 679
 698 716]",0.26448074,2468.677414319429,2528.6489777957745,5156.565145328814,"[21.79935309 15.02522562 18.11380145 17.89794422 18.83836224 20.3119642
 46.84382703]",0.1034788056482018,0.47694516,0.41666216,0.33721393,0.32436386,0.36047715,0.42315012,0.39013633,0.4422576,0.43654242,0.45495054,0.43854946,0.41356456,0.577326,0.5822591,0.5038016,0.45957643,0.5027252,0.6220378,0.6180055,0.5817262,0.6188198,0.5286171,0.5173855,0.452422,0.29972363,0.29421026,0.23826975,0.2084702,0.24351668,0.314297,0.31110844,0.28980315,0.31252378,0.25799838,0.25211018,0.22227786,21.799353089309484,15.025225616558116,18.11380145096364,17.897944224783323,18.83836224345817,20.31196420178216,46.84382703423053,-46.98689,82.006714,-8.747182,16.839619,-4.8028755,2.8994608,8.5658045,-1.165759,5.08724,7.858161,-3.4651463,4.260926,-5.55141,4.817773,-4.3630285,-0.7302844,-6.0600524,1.546692,-5.864997,6.2460175,-0.0284916656969208,0.014403555403163,-0.0408508848169875,0.0115670580438522,-0.0004669069226807,-0.0016867358371476,-0.007587596637786902,2.619539135,22.690068265869343,0.27035910916666667,0.5470585191666667,0.4095677741666666
142,Que Vuelvas,Carin Leon X Grupo Frontera,1,https://www.youtube.com/watch?v=gG3516BF5_w,83.35433467741936,"[ 46  77 107 139 170 201 231 263 294 323 355 386 417 449 479 510 541 572
 603 635 667 698 730 762 793 824]",0.20628567,2740.1829072189703,2705.578026960495,5761.081095472013,"[22.35222895 20.12222225 22.68437216 21.83193873 21.91481324 21.77787355
 48.89891581]",0.1198118701058584,0.37892145,0.2861004,0.37966225,0.3901604,0.2162048,0.25224054,0.22581899,0.313158,0.15941815,0.2276354,0.35631177,0.31387612,0.6043877,0.47037423,0.5356154,0.5344196,0.40995097,0.4787994,0.35543376,0.49767068,0.3423615,0.42021784,0.5211893,0.44936192,0.34190533,0.25590995,0.30973962,0.3148692,0.23317476,0.288625,0.20405576,0.29045093,0.18764251,0.23509195,0.29428223,0.24159926,22.352228954979434,20.12222224879152,22.68437216038157,21.831938734619733,21.91481324218398,21.77787354855381,48.89891580743446,-72.0334,69.33679,-4.5540977,10.000897,5.1609793,2.5116007,-3.4773154,2.0031185,-6.163017,-0.04286817,-0.28299454,1.7763407,-5.5355787,4.6361217,-11.883422,-1.0896792,-10.519805,-4.0454483,-6.7905173,-3.3097477,-0.0138608217221938,0.0950963538407696,0.0214155242905849,-0.0089685587901755,0.0071703080868761,0.0075943587189043,0.0180745274041276,-1.7151021555000008,25.654623528134927,0.2664455416666666,0.46831519166666674,0.2916256891666667
143,Silent Night,Carrie Underwood,1,https://www.youtube.com/watch?v=_xDje0-UtCQ,86.1328125,"[  3  32  62  92 122 151 177 207 237 268 297 322 347 380 413 444 473 501
 530 559 590 617 650 680 709 739 769 798 826]",0.03572228,1634.8860141060827,1757.2834238514629,2910.916852840415,"[19.26750459 25.13133864 28.01099978 27.22920281 26.53995377 30.75247206
 51.01208629]",0.0766318336716937,0.062387317,0.11472485,0.37054852,0.19473979,0.29126853,0.13707373,0.25400448,0.55050856,0.17156084,0.11950857,0.05949181,0.1014005,0.12222327,0.13228081,0.50270283,0.14411949,0.34307894,0.12898313,0.26893348,0.62194455,0.12012812,0.19184378,0.084632725,0.17096125,0.057010908,0.08330089,0.4413545,0.09190218,0.27549106,0.06862384,0.20476153,0.55196023,0.064260915,0.12248851,0.025402866,0.13128918,19.26750459039482,25.13133863698352,28.010999778457013,27.229202814646616,26.539953770816812,30.7524720574214,51.01208629005757,-344.51907,106.60367,-19.967987,8.418748,-10.006961,-17.532505,-19.661362,-9.269246,-24.437222,3.4809449,-17.865536,-14.300023,-9.939385,-13.588079,-12.96147,2.7269857,-6.6450357,5.4054923,13.116773,7.0969563,0.331792686324904,0.0914105109542324,0.1773617642557814,-0.0810071568565526,0.0512815658103682,-0.0638230485295208,0.08450272032653544,-18.692215575000006,29.706222562682534,0.17648721741666665,0.23598603125000003,0.20226812475
144,Dirty Laundry,Carrie Underwood,1,https://www.youtube.com/watch?v=lNzHARgbCG8,99.38401442307692,"[  3  26  54  80 106 132 155 183 207 232 260 287 313 338 364 390 415 441
 468 493 520 545 571 595 623 649 674 701 726 752 778 804 830]",0.2425067,2382.9225094685908,2358.393823083086,4789.701315753698,"[17.32238065 14.23953058 17.84014766 19.28551872 19.22068455 20.13482928
 47.40398107]",0.1259295470200116,0.44717947,0.46896985,0.4020288,0.45293123,0.33573502,0.43074661,0.25480992,0.30830935,0.3740439,0.364512,0.558544,0.3691455,0.603582,0.691367,0.5622107,0.68026555,0.5461948,0.644041,0.3998303,0.45571122,0.55958444,0.49764204,0.6416058,0.4750933,0.30019242,0.34444544,0.26960605,0.34149534,0.26976642,0.31518993,0.16082907,0.22556399,0.2629172,0.24671684,0.31783366,0.22571912,17.32238065269495,14.239530576338852,17.84014766067776,19.28551872202524,19.22068455271112,20.134829275988054,47.403981067993925,-17.29145,94.66145,-8.178855,26.059547,-1.0681107,6.5686765,3.6938748,9.544584,4.159849,11.073068,-2.2925582,-0.8148442,-0.08704456,3.3244903,-2.3025022,2.9046242,-5.133868,-2.4948337,-3.1483634,-1.2358874,-0.0748892841464877,0.0289679715264356,-0.0362991563967169,0.0116489349352301,0.0087112280812735,-0.0096803185364702,-0.011923437422789264,5.897092322,22.206724644061417,0.27335629,0.5630940124999999,0.3972463041666667
145,Smoke Break,Carrie Underwood,1,https://www.youtube.com/watch?v=3ealNayCkaU,161.4990234375,"[ 11  28  43  59  76  92 108 125 141 157 174 189 205 221 238 254 270 286
 301 318 334 350 366 382 398 414 430 447 464 480 496 512 528 544 560 576
 592 609 625 641 657 674 690 706 722 737 754 770 786]",0.20413902,2646.994271907909,2508.1635657811908,5283.953276809019,"[19.78408717 15.93425235 18.94997855 20.01671231 20.05235141 20.17503834
 47.10489058]",0.1380521769866589,0.3059166,0.39562085,0.26391104,0.3020845,0.32594198,0.35096484,0.48808748,0.32066366,0.3933351,0.33918634,0.47237775,0.42710024,0.3459852,0.47973388,0.3267868,0.4019562,0.55109656,0.40566924,0.6576259,0.3780879,0.42430288,0.3735786,0.46222523,0.6414344,0.17912477,0.28330955,0.16194893,0.23402093,0.30323836,0.22599822,0.41687712,0.20220749,0.2401437,0.20214002,0.27236143,0.36812454,19.784087170047577,15.93425235319986,18.94997855487701,20.01671231131801,20.052351407266432,20.175038344606165,47.10489058453796,-33.50608,76.709366,-6.385411,31.397907,2.7304885,4.7247396,-0.7211254,2.9220724,-3.2721596,4.518337,-5.0410857,-0.77493805,-2.1781516,-3.4778302,-6.398306,0.111734554,-2.515021,-0.17947409,-1.3763157,-1.4788921,0.0058448720674745,-0.1446968731464975,0.0349342645688322,-0.0244945443544339,0.0046544968399031,-0.0074751517916932,-0.02187215596940247,2.7904927307000005,23.145330103693286,0.25745792166666664,0.4540402324999999,0.36543253166666667
146,Favorite Time Of Year,Carrie Underwood,1,https://www.youtube.com/watch?v=ZepsFL00VzI,143.5546875,"[ 24  42  60  79  96 114 133 152 170 188 205 225 243 261 279 297 315 333
 351 369 387 406 426 444 461 479 496 515 533 551 570 588 606 624 643 661
 679 697 715 734 752 770 788 807 825 843]",0.19954531,2884.36574781166,2851.1888729539205,6295.4018010894,"[20.96458561 15.10587885 20.1084621  22.20710021 20.50401941 20.06589529
 45.9814167 ]",0.145548597012761,0.3795293,0.35579255,0.4791799,0.31851444,0.32243246,0.42126086,0.2794927,0.37498835,0.3616734,0.4657346,0.31844154,0.25747487,0.59795,0.43748045,0.5346096,0.44397748,0.45252326,0.752065,0.40719378,0.44277626,0.40317148,0.5146898,0.59177065,0.34853944,0.34541392,0.2288916,0.30318063,0.24322078,0.24860431,0.415468,0.21190925,0.23423304,0.19466318,0.27467522,0.30073866,0.15141092,20.96458561375946,15.105878853479911,20.108462104453363,22.207100212958192,20.50401940542511,20.06589529087,45.98141670224653,-21.54374,68.41088,3.315966,24.683409,7.3609915,3.505517,6.4169555,5.9453454,1.9802306,6.1745644,4.33754,-2.2238605,-1.0674677,-5.6863036,-4.3074746,-0.3102002,0.21811026,5.4856677,-0.817164,-0.28154957,-0.0282036640999119,0.1331912908160091,-0.0853939442690073,-0.0169669945363452,-0.0068076337148142,-0.0022201028586582,-0.0010668414437879487,5.0798708595,23.56247974045608,0.26270079249999995,0.49389559999999993,0.3612095808333334
147,Something In The Water,Carrie Underwood,1,https://www.youtube.com/watch?v=mH9kYn4L8TI,135.99917763157896,"[  5  24  42  60  79  98 116 134 153 171 190 208 227 245 263 282 301 319
 338 356 375 393 412 431 449 467 486 504 522 541 559 578 596 615 633 652
 670 689 707 726 744 763 781]",0.27289343,2318.4126292546653,2651.20274435855,5155.703317593532,"[19.34831911 14.71395197 18.90093107 19.79875118 20.67728222 22.12505366
 47.2838482 ]",0.0995833182279582,0.41145098,0.46022704,0.62391293,0.36328235,0.34586382,0.29192343,0.49677563,0.6371728,0.43301585,0.45915422,0.3646698,0.43144092,0.6671825,0.37479952,0.7386498,0.32675427,0.3180461,0.26053768,0.343532,0.51948136,0.26124126,0.47054434,0.3377868,0.4082382,0.4129658,0.23918727,0.4458957,0.21830583,0.18967807,0.09724121,0.21078216,0.33248678,0.11523914,0.32683873,0.2086292,0.2475443,19.34831910642211,14.713951970261183,18.900931073197555,19.79875118098921,20.677282222346797,22.125053657319047,47.283848197037095,-36.10768,92.824265,18.419172,26.189137,8.667014,7.2456136,8.291529,13.214295,4.222656,16.017069,-0.023459371,3.7556994,3.173422,1.3834163,-0.5216432,4.2201166,1.1385285,2.6575665,2.3879187,4.1860294,0.1442759180579939,0.1202078617953345,0.0304667019607226,-0.0376861060552491,-0.0128253669734854,0.0197030894767294,0.044023683043674315,9.067033271449999,23.264019629653287,0.25373284916666666,0.41889948583333325,0.44324081416666666
148,Hallelujah,Carrie Underwood & John Legend,1,https://www.youtube.com/watch?v=4KiFSKLTj0U,172.265625,"[  6  18  33  47  62  77  91 106 120 135 149 163 178 193 208 223 238 254
 269 284 300 315 332 348 364 379 394 410 425 440 455 471 487 504 522 537
 552 567 582 598 614 630 645 660 676 692 707 724 739 754 770 785 800 815
 831]",0.16241133,2169.146779892001,2475.6901561385503,4889.211193536108,"[28.26456266 21.48809043 23.89949528 20.74903615 20.37733573 18.74498225
 50.70678229]",0.0707373386745939,0.23966515,0.25310352,0.38047954,0.3333266,0.23568821,0.30534557,0.33876696,0.43503314,0.33135122,0.28586274,0.35745955,0.24875002,0.26141885,0.19586617,0.3922031,0.36657453,0.17671107,0.29013422,0.2809171,0.4212651,0.21623403,0.25348413,0.36541805,0.21894167,0.16234225,0.12737301,0.32799208,0.26166165,0.10547909,0.20438312,0.21083018,0.32621452,0.14095855,0.17989078,0.27097827,0.13713184,28.264562658188563,21.48809043250149,23.899495276669786,20.74903614853436,20.377335732958983,18.744982254554717,50.70678229366259,-159.78906,70.85365,6.564024,37.841164,10.003912,14.5212145,-15.620058,-8.015233,-11.777711,-4.293399,-3.1960084,-11.213686,-18.716717,-4.5282807,-3.9462738,-6.5493197,-13.632208,0.29652706,-12.133419,-5.9485245,-0.0178506270285824,0.1430687894889089,0.1023647603767938,-0.1279090067005465,0.0048668267324125,0.0065392981975647,0.018513340177758495,-6.963970327,26.318612113867214,0.20460294499999998,0.286597335,0.3120693516666667
149,Break The Rules,Charli XCX,1,https://www.youtube.com/watch?v=ABhDiXbUaBE,123.046875,"[ 12  33  54  75  95 116 137 158 179 200 221 241 262 283 304 325 346 367
 387 408 429 450 470 492 512 533 554 575 596 617]",0.2956274,2815.020340246381,2814.9567466175167,6152.488280117097,"[19.28449373 14.71565754 16.33714534 17.73268189 18.28541029 18.61660692
 48.29372794]",0.1193377501450116,0.46196637,0.3625504,0.39723867,0.491821,0.4035901,0.487699,0.38526112,0.43289658,0.43102768,0.43391684,0.42764476,0.3495837,0.5941926,0.4141104,0.46911204,0.6682343,0.5278007,0.58423334,0.5271308,0.53894424,0.52824396,0.4862306,0.48641813,0.38249522,0.31834698,0.18617092,0.23023781,0.3706066,0.27268022,0.29854786,0.25802007,0.2855108,0.27333203,0.2451376,0.24947783,0.1652023,19.284493726234587,14.715657537444644,16.33714534427943,17.732681889132532,18.28541029383217,18.616606922901475,48.29372793711009,-11.835726,71.98111,11.679374,20.329475,3.6786005,16.01137,3.3869238,6.431883,2.410026,9.472239,-0.032838188,0.70562565,-7.6674013,1.1392103,-9.319405,0.09056879,-5.7687426,2.642968,-0.9811457,1.701713,-0.0496873839861913,0.0567481431247121,0.0253301003057583,0.0323550801328759,-0.0020668578114255,0.0265190092654436,0.014866348505195517,5.802791412600001,21.89510337870499,0.262772585,0.5172621941666666,0.422099685
150,Light Switch,Charlie Puth,0,https://www.youtube.com/watch?v=WFsAon_TWPQ,92.28515625,"[ 19  47  76 104 132 160 188 217 245 273 301 329 357 385 413 441 471 496
 521 545 571 600 628 656 684 712 740 768 797 824]",0.15432751,1884.1598542611916,2271.868290137438,4006.4997484955047,"[19.36503098 14.83703033 19.57156841 19.6255121  19.74234542 21.11498003
 46.39269258]",0.0676473453813805,0.3583593,0.37487754,0.33246943,0.39291453,0.32809418,0.45608664,0.549162,0.41986346,0.45009926,0.3874884,0.43955076,0.38701305,0.5349623,0.5699495,0.47060302,0.5749096,0.37629166,0.4329728,0.58415735,0.5638169,0.75746894,0.6381649,0.6736069,0.55539906,0.24705763,0.27979773,0.23464721,0.29120567,0.15543099,0.18920891,0.28432772,0.25904983,0.3914659,0.31540895,0.32509866,0.24133967,19.365030983884584,14.8370303265819,19.571568411982007,19.62551210424968,19.742345418075047,21.114980025285757,46.39269257895441,-166.66621,93.11095,9.662224,28.938913,4.155043,9.856616,3.392525,-0.20756824,-0.39414564,8.878713,2.7703521,-0.90651876,-4.6206503,2.968554,-4.18237,3.8014224,-1.0554447,6.3062077,3.6635861,6.4240937,-0.0765480854923917,-0.0235240383564204,0.0210838101208942,-0.0188419479804371,0.0015352884107391,0.0140164820867668,-0.01371308186847485,0.29481461799999986,22.949879978430484,0.2678365725,0.5610252441666668,0.40633154583333336
151,How Long,Charlie Puth,1,https://www.youtube.com/watch?v=CwfoyVa980U,112.34714673913044,"[ 18  41  65  88 112 135 159 182 206 229 253 276 300 323 347 370 394 417
 441 464 487 510 534 557 581 604 625 646 671 695 720 744 768 791 816 839]",0.072920464,2490.711429792767,2664.663750524154,5427.903489115067,"[20.20734581 15.66638667 20.84358512 21.20857685 20.25877818 18.95870129
 47.77966632]",0.0978335493401972,0.30352163,0.34266627,0.23233719,0.26057407,0.2983152,0.25538614,0.3794533,0.35957792,0.5765495,0.37767455,0.27739558,0.3289551,0.27530146,0.41631472,0.25946447,0.28954592,0.3319334,0.2981745,0.54268,0.4179783,0.66609436,0.4078311,0.2564762,0.35233656,0.15309872,0.26243263,0.1494318,0.1861927,0.2141391,0.17354274,0.35819277,0.28746754,0.4658608,0.26216486,0.13195597,0.20344265,20.207345812005443,15.66638666674834,20.8435851248223,21.20857684517359,20.258778177458705,18.958701287032056,47.77966632003081,-194.4064,75.923035,18.95821,26.862312,4.883529,13.171115,3.7180328,4.2370296,-0.95166725,3.8375094,-4.606177,-2.4724874,-7.810806,4.5484056,-0.47609505,7.0857654,4.8906994,11.188508,1.397295,6.115435,-0.0513829909695951,-0.1431167113702114,-0.01766464229254,0.0682048441101028,-0.0237788348802994,0.001649132631006,-0.02768153379525619,-1.1953375749999988,23.56043431903875,0.23732685666666664,0.37617758250000005,0.33270053749999995
152,Attention,Charlie Puth,1,https://www.youtube.com/watch?v=nfs8NYg7yQM,99.38401442307692,"[ 22  50  76 102 127 153 179 201 226 252 277 300 324 348 374 399 426 452
 478 503 529 555 586 613 640 667 693 720 747 773 799 833]",0.19066268,2011.5357122740445,2363.1887673103565,4161.791114187573,"[21.40652625 16.42544636 21.88054465 22.6332528  21.6655145  22.05582567
 47.33138092]",0.0876912340487238,0.2650665,0.41865292,0.26452395,0.3402406,0.23042662,0.3769732,0.31280348,0.22617012,0.43966547,0.3085216,0.44251275,0.22920068,0.20684625,0.517021,0.23257874,0.49835014,0.26717085,0.4755092,0.4287366,0.26695094,0.47089195,0.24586938,0.57647353,0.29777783,0.08126634,0.35515195,0.118891746,0.31400672,0.13487844,0.32533374,0.25225887,0.12640439,0.32063872,0.118012,0.3707968,0.13435172,21.406526252420747,16.425446362467138,21.88054464501092,22.633252803047657,21.6655145035078,22.05582566726785,47.331380915030735,-108.20724,106.97062,23.467178,22.251862,4.364078,6.5311794,2.554914,-3.147487,-3.8035603,0.6951254,-8.167606,-2.8573256,-12.386018,2.6885931,-7.7243986,1.0411363,-5.541257,6.8887463,-4.9994855,2.1393716,-0.2484748807345038,-0.0713784502112224,-0.058815269060044,-0.0649852423924357,0.0201589510405218,-0.0269266270612109,-0.07507025306981584,1.1379213049999999,24.771213021250407,0.22099928633333332,0.3736813675000001,0.3212298241666667
153,One Call Away,Charlie Puth,1,https://www.youtube.com/watch?v=BxuY9FET9Y4,161.4990234375,"[105 121 138 155 172 189 205 220 237 254 272 289 304 319 334 350 366 382
 398 414 431 448 465 482 499 514 530 545 560 576 592 609 626 643 657 672
 687 703 719 735 751 768 785 801]",0.05507865,1938.0466586251755,2277.2983413082525,4146.190783153277,"[19.62653669 19.66821562 21.15479849 19.99780883 20.81212908 19.82114609
 46.60090775]",0.0730722520301624,0.364423,0.5447027,0.32291773,0.3319178,0.2727112,0.38907418,0.2444132,0.22259322,0.3327121,0.25925523,0.26775372,0.24659406,0.26697844,0.5875367,0.263165,0.39757827,0.27296638,0.43889102,0.23428296,0.20694044,0.45060217,0.20644942,0.38638985,0.24434225,0.19404253,0.43040964,0.154419,0.28118494,0.16071297,0.32651544,0.112387545,0.08635222,0.34122917,0.096708454,0.23720324,0.12003519,19.626536689163963,19.668215622836367,21.15479849210661,19.99780883286653,20.81212907961609,19.82114608968802,46.60090775345381,-307.2833,89.52653,11.045403,11.766497,-7.449673,3.05257,-6.4458547,-4.356321,-8.87274,-0.9124211,-4.141522,-8.070879,-12.068104,0.029032838,-14.179615,-8.298833,-11.096914,-7.928218,-7.179381,0.42605415,-0.2458044826587426,-0.0540568293538592,-0.1250746872004883,0.0477821945597409,0.0069946481242301,-0.0373038753802053,-0.06791050531822072,-14.621884440600002,23.954506079961625,0.21176669491666664,0.32967690833333335,0.3165890116666667
